Process	PID	Thread	TID	State	Wall duration (ms)	Avg Wall duration (ms)	Occurrences
org.mozilla.firefox	9901	Binder:9901_6	10937	Sleeping	34468.05653	39.482309	873
/system/bin/surfaceflinger	3534	Binder:3534_3	3727	Sleeping	34461.75275	50.753685	679
org.mozilla.firefox	9901	StreamTrans #10	13075	Sleeping	34277.71343	71.710697	478
org.mozilla.firefox:media	13077	Jit thread pool	13084	Sleeping	34252.61658	1037.958078	33
org.mozilla.firefox:tab0	12875	Chrome_ChildThr	12910	Sleeping	34098.53426	6.792536	5020
org.mozilla.firefox	9901	mali-cmar-backe	10038	Sleeping	34088.41539	18.180488	1875
kthreadd	2	rcu_sched	8	Sleeping	34052.57317	254.12368	134
kthreadd	2	display_idle_de	188	Uninterruptible Sleep	33884.63924	1783.402065	19
kthreadd	2	kworker/3:1	7631	Sleeping	33838.46893	234.989367	144
org.mozilla.firefox:media	13077	HwBinder:13077_	13101	Sleeping	33816.77746	15.526527	2178
org.mozilla.firefox	9901	Binder:9901_2	9918	Sleeping	33745.02475	47.528203	710
org.mozilla.firefox	9901	StreamTrans #11	13097	Sleeping	33688.51359	72.448416	465
media.codec	672	HwBinder:672_10	22343	Sleeping	33474.55458	1239.798317	27
kthreadd	2	mmcqd/0	211	Sleeping	33419.39605	0.703344	47515
org.mozilla.firefox:media	13077	a.firefox:media	13077	Sleeping	33095.24872	11.999727	2758
media.codec	672	MtkOmxVdecThrea	13102	Sleeping	33007.68234	8.190491	4030
media.codec	672	HwBinder:672_8	20342	Sleeping	32781.25196	20.210389	1622
org.mozilla.firefox:tab0	12875	Binder:12875_1	12891	Sleeping	32583.20202	61.94525	526
org.mozilla.firefox:tab0	12875	Thread-3	13072	Sleeping	32500.17178	7.171264	4532
org.mozilla.firefox:media	13077	MediaCodec_loop	13099	Sleeping	32222.2963	4.388165	7343
kthreadd	2	f2fs_discard-25	552	Sleeping	32209.60468	4026.200585	8
org.mozilla.firefox:tab0	12875	Thread-2	13071	Sleeping	32188.0262	5.791296	5558
org.mozilla.firefox:tab0	12875	Thread-4	13083	Sleeping	32108.32525	7.047481	4556
org.mozilla.firefox	9901	GleanAPIPool	9926	Sleeping	31830.03942	2893.639946	11
org.mozilla.firefox:tab0	12875	Binder:12875_2	12892	Sleeping	31789.12309	92.950652	342
org.mozilla.firefox:media	13077	Binder:13077_1	13094	Sleeping	31595.76815	11.32059	2791
org.mozilla.firefox:tab0	12875	Binder:12875_4	13114	Sleeping	31470.8866	33.803315	931
org.mozilla.firefox:media	13077	HeapTaskDaemon	13090	Sleeping	31436.38522	4490.912174	7
media.codec	672	OMXCallbackDisp	13106	Sleeping	31394.27574	12.746356	2463
org.mozilla.firefox:tab0	12875	Thread-5	13070	Sleeping	31345.69386	6.29558	4979
org.mozilla.firefox:tab0	12875	ImageBridgeChld	12942	Sleeping	31299.09504	18.292866	1711
org.mozilla.firefox	9901	Jit thread pool	9907	Sleeping	31289.81913	613.525865	51
org.mozilla.firefox:tab0	12875	MediaTimer #1	13112	Sleeping	31267.83927	11.386685	2746
